property_type,mukim,scheme_name_area,tenure,land_parcel_area,unit_level,transaction_price,year,income_median_area,area_median_price
Condominium/Apartment,Mukim Petaling,ARENA GREEN,Freehold,731.9459072,3,245000,2024,10346.591314693636,300000.0
Low-Cost Flat,Kuala Lumpur Town Centre,Others,Leasehold,527.4316096,9,180000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2012.8512448,21,1822000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE PV13,Leasehold,1323.9609792,9,400000,2024,10463.175280898877,495000.0
Condominium/Apartment,Mukim Batu,TRINITY LEMANJA,Freehold,2002.0873344,40,1075000,2023,11131.878210905812,555000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,699.654176,3,200000,2021,10423.65357921872,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2798.616704,3,3534000,2025,10655.9521268712,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1560.767008,5,1100000,2024,11817.214210903478,455000.0
Flat,Mukim Petaling,Others,Freehold,904.1684736,2,175000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Setapak,BENNINGTON RESIDENSE,Leasehold,1453.127904,11,723000,2021,9519.48052434457,770000.0
Condominium/Apartment,Mukim Kuala Lumpur,DANAU IMPIAN & DANAU IDAMAN,Leasehold,914.932384,8,310000,2022,10990.92508681991,330000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1216.3218752,8,400000,2024,10655.9521268712,570000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,839.5850112,24,636000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,871.8767424,8,300000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1431.6000832,0,760000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1679.1700224,9,780000,2025,11817.214210903478,455000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,3,250000,2024,10463.175280898877,217500.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1194.7940544,15,400000,2025,10463.175280898877,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1420.8361728,19,1000000,2024,10655.9521268712,565000.0
Flat,Kuala Lumpur Town Centre,TAMAN MIHARJA,Leasehold,798.897429888,9,262000,2024,10655.9521268712,250000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI PV 18,Leasehold,1022.571488,40,460000,2021,9519.48052434457,500000.0
Condominium/Apartment,Mukim Petaling,SERINGIN RESIDENCES,Freehold,1679.1700224,6,1230000,2024,10346.591314693636,1244000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1248.6136064,16,505000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Petaling,BUKIT OUG,Freehold,1464.96820544,15,385000,2021,10423.65357921872,340000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI HILLPARK APARTMENT,Leasehold,1356.2527104,4,650000,2022,10990.92508681991,485000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,624.3068032,1,155000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,ONE CENTRAL PARK KONDO,Freehold,1356.2527104,40,1425000,2024,11745.298332582242,1590000.0
Condominium/Apartment,Mukim Batu,MENARA MENJALARA,Leasehold,1076.39104,1,450000,2024,11745.298332582242,420000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1097.9188608,7,487000,2023,9948.789325842698,400000.0
Low-Cost Flat,Mukim Kuala Lumpur,SRI PENARA,Leasehold,645.8346240000001,11,230000,2022,10990.92508681991,280000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,645.8346240000001,12,35000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1119.4466816,1,345000,2022,10302.979398251076,570000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,1022.571488,2,315000,2024,11817.214210903478,455000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,1022.571488,4,400000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,3928.827296,8,4400000,2023,11404.069648861696,455000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,731.9459072,1,300000,2021,11221.58385241534,455000.0
Town House,Mukim Kuala Lumpur,Others,Freehold,1345.4888,2,755000,2022,10990.92508681991,455000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,656.5985344000001,15,215000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1076.39104,14,450000,2025,10463.175280898877,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,CEMARA APARTMENT,Leasehold,731.9459072,6,325000,2022,10990.92508681991,334000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1119.4466816,7,365000,2022,10391.98036882808,375000.0
Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,624.3068032,5,180000,2023,9948.789325842698,224500.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2475.699392,8,1375000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1130.210592,9,609000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Petaling,ARENA GREEN,Freehold,861.112832,2,300000,2021,10423.65357921872,300000.0
Condominium/Apartment,Mukim Setapak,SERI RIANA,Leasehold,2217.3655424,5,1440000,2024,10463.175280898877,1000000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1496.1835456,31,460000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,570.4872512000001,29,863000,2021,9519.48052434457,783000.0
Flat,Mukim Batu,Others,Leasehold,742.7098176000001,4,170000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Batu,Others,Freehold,656.5985344000001,3,225000,2022,10518.458089229382,580000.0
Flat,Kuala Lumpur Town Centre,Others,Leasehold,1054.8632192,2,200000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Petaling,ENDAH RIA,Leasehold,731.9459072,9,250000,2023,10369.28584176086,395000.0
Condominium/Apartment,Mukim Petaling,VISTA KOMANWEL,Freehold,1227.0857856,3,410000,2022,10391.98036882808,457500.0
Condominium/Apartment,Mukim Kuala Lumpur,PANGSAPURI CENDANA,Leasehold,624.3068032,10,225000,2024,11817.214210903478,230000.0
Flat,Mukim Batu,TMN SRI MURNI MEDIUM COST FLAT,Leasehold,764.2376384,14,230000,2024,11745.298332582242,185000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE CONDO PV12,Leasehold,1205.5579648,26,450000,2022,9434.403370786516,440000.0
Condominium/Apartment,Mukim Batu,MENARA MENJALARA,Freehold,979.5158464,3,375000,2024,11745.298332582242,428000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,3175.353568,3,4400000,2025,11817.214210903478,455000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,649.978729504,14,160000,2025,10346.591314693636,375000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI WANGSA 9,Leasehold,1700.6978432,29,1050000,2021,9519.48052434457,1380000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,4,175000,2024,10463.175280898877,224500.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,2815.946599744,21,560000,2021,9519.48052434457,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,PRISMA CHERAS,Freehold,1087.1549504,4,379000,2023,11404.069648861696,420000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1106.207071808,4,435000,2021,10310.3500074107,570000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,3,250000,2022,9434.403370786516,217500.0
Flat,Kuala Lumpur Town Centre,Others,Freehold,957.9880256,3,220000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Batu,SENI MONT KIARA,Freehold,2411.1159296,7,1770000,2022,10518.458089229382,2325000.0
Condominium/Apartment,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,940.012295232,7,300000,2022,10391.98036882808,230000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3089.2422848,20,1830000,2022,10302.979398251076,565000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1097.9188608,44,490000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,3433.6874176,1,4160000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,MON'T KIARA AMAN,Freehold,2195.8377216,22,1375000,2022,10518.458089229382,1350000.0
Condominium/Apartment,Kuala Lumpur Town Centre,DUA RESIDENCY,Freehold,4200.0,18,4400000,2025,10655.9521268712,2735000.0
Flat,Mukim Kuala Lumpur,Others,Freehold,1259.3775168,0,320000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Batu,LAMAN SCENARIA KIARA,Freehold,1011.8075776,19,620000,2023,11131.878210905812,675000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1087.1549504,9,560000,2023,10479.465762561138,570000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,645.8346240000001,14,35000,2022,10990.92508681991,455000.0
Flat,Mukim Batu,Others,Freehold,731.9459072,1,242000,2022,10518.458089229382,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,VILLA SCOTT,Freehold,1367.0166208,17,600000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANDAN HEIGHTS(STRATA),Freehold,1130.210592,16,380000,2025,11817.214210903478,349000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI PV 18,Leasehold,1022.571488,11,490000,2024,10463.175280898877,500000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1431.6000832,17,460000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,979.5158464,35,673000,2022,9434.403370786516,783000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,559.7233408,0,168000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,656.5985344000001,8,245000,2024,11817.214210903478,455000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1550.0030976,7,900000,2025,10655.9521268712,565000.0
Condominium/Apartment,Mukim Batu,PAVILION HILTOP MONT KIARA,Freehold,1205.5579648,14,1250000,2022,10518.458089229382,1800000.0
Low-Cost Flat,Mukim Petaling,DESA PETALING,Leasehold,559.7233408,3,128000,2022,10391.98036882808,145000.0
Condominium/Apartment,Mukim Setapak,IDAMAN SUTERA,Freehold,850.3489216,13,250000,2022,9434.403370786516,309500.0
Condominium/Apartment,Mukim Setapak,TMN TERATAI MEWAH,Freehold,925.6962944,4,378000,2021,9519.48052434457,265000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1323.9609792,16,897000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1388.5444416,6,540000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1388.5444416,20,2300000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Setapak,GENTING COURT,Leasehold,801.9113248,13,245000,2022,9434.403370786516,214000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,820.20997248,2,400000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1130.210592,15,450000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1463.8918144,13,595000,2023,9948.789325842698,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,14,350000,2022,10302.979398251076,285000.0
Condominium/Apartment,Mukim Batu,VISTA KIARA,Freehold,1399.308352,7,600000,2024,11745.298332582242,600000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1087.1549504,11,400000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1216.3218752,20,650000,2021,10852.14496019228,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,2421.87984,26,1380000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,ENDAH RIA,Leasehold,947.2241152,14,350000,2021,10423.65357921872,395000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,861.112832,8,380000,2024,10655.9521268712,570000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1409.964623296,6,800000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1054.8632192,0,400000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1442.3639936,4,530000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1270.1414272,3,540000,2023,9948.789325842698,400000.0
Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,3,240000,2023,10402.474040816329,300000.0
Flat,Mukim Petaling,Others,Leasehold,936.4602048,3,278000,2022,10391.98036882808,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PLAZA 393 CITY APT,Leasehold,731.9459072,12,330000,2024,10655.9521268712,380000.0
Condominium/Apartment,Mukim Kuala Lumpur,MIDFIELDS SG.BESI KONDOMINIUM,Leasehold,1263.68308096,9,430000,2023,11404.069648861696,465000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE PV13,Leasehold,1496.1835456,4,488000,2022,9434.403370786516,495000.0
Flat,Mukim Petaling,TMN DESA TASEK,Leasehold,730.008403328,5,180000,2022,10391.98036882808,243500.0
Condominium/Apartment,Mukim Petaling,ENDAH REGAL,Leasehold,1140.9745024,5,500000,2023,10369.28584176086,500000.0
Flat,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,527.4316096,4,177000,2023,10191.0,210000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PALM COURT,Leasehold,721.1819968,5,380000,2023,10479.465762561138,400000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,835.2794470399999,0,310000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Setapak,SENTUL POINT SUITE APARTMENTS,Freehold,1001.0436672,11,425000,2023,9948.789325842698,384000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1162.5023232,9,820000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,ENDAH REGAL,Leasehold,1140.9745024,4,500000,2022,10391.98036882808,500000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,3,200000,2022,9434.403370786516,220000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,904.1684736,14,300000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1065.6271296,3,400000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1270.1414272,16,380000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Petaling,ENDAH RIA,Leasehold,1420.8361728,18,446000,2023,10369.28584176086,390000.0
Condominium/Apartment,Kuala Lumpur Town Centre,WARISAN CITY VIEW APARTMENT,Leasehold,1054.8632192,9,450000,2022,10302.979398251076,450000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,914.932384,6,290000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Petaling,PR1MA ALAM DAMAI,Leasehold,1044.0993088,15,360000,2021,10423.65357921872,347000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,21,270000,2023,10479.465762561138,285000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1001.0436672,19,490000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,13,1008000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1140.9745024,10,640000,2022,10518.458089229382,580000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,882.6406528,1,280000,2025,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,TRINITY LEMANJA,Freehold,1119.4466816,14,600000,2021,10852.14496019228,555000.0
Flat,Mukim Petaling,Others,Leasehold,656.5985344000001,2,220000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,854.6544857600001,6,210000,2021,10852.14496019228,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE MAPLE,Freehold,1535.4718185600002,10,850000,2022,10302.979398251076,930000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,3336.812224,2,2850000,2023,11404.069648861696,455000.0
Flat,Mukim Batu,Others,Leasehold,678.1263552,3,185000,2024,11745.298332582242,580000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,559.7233408,0,190000,2021,11221.58385241534,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1550.0030976,23,1130000,2024,11745.298332582242,580000.0
Low-Cost Flat,Mukim Petaling,Others,Freehold,624.3068032,5,118000,2022,10391.98036882808,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,VILLA PUTERI CONDO,Freehold,1184.030144,19,550000,2023,10479.465762561138,500000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PANGSAPURI BANDAR BARU SENTUL,Leasehold,559.7233408,2,190000,2023,10479.465762561138,214000.0
Low-Cost Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,2,205000,2022,10231.924081632653,300000.0
Flat,Mukim Batu,TMN SRI MURNI MEDIUM COST FLAT,Leasehold,818.0571904000001,14,225000,2023,11131.878210905812,185000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,957.9880256,10,527000,2021,10423.65357921872,714500.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,2131.2542592,13,1950000,2025,11745.298332582244,1575000.0
Condominium/Apartment,Mukim Setapak,VILLA WANGSAMAS CONDO,Freehold,1270.1414272,5,443000,2023,9948.789325842698,495000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,3024.6588224,3,1725000,2024,11745.298332582242,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PANGSAPURI MAWAR,Freehold,850.3489216,17,330000,2021,10310.3500074107,320000.0
Condominium/Apartment,Kuala Lumpur Town Centre,BISTARI CONDO,Freehold,1044.0993088,5,450000,2024,10655.9521268712,495000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1248.6136064,8,570000,2021,11221.58385241534,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,KONDOMINIUM PANTAI ESTET,Freehold,3476.7430592,12,2650000,2022,10990.92508681991,2209500.0
Condominium/Apartment,Mukim Setapak,IRAMA WANGSA,Freehold,1356.2527104,17,750000,2021,9519.48052434457,780000.0
Low-Cost Flat,Mukim Setapak,TMN MELATI,Freehold,581.2511616,4,188000,2022,9434.403370786516,220000.0
Condominium/Apartment,Mukim Petaling,THE RAINZ BUKIT JALIL,Freehold,1474.6557248,17,1000000,2021,10423.65357921872,950000.0
Low-Cost Flat,Mukim Petaling,SRI RAKYAT APT,Freehold,667.3624448,9,300000,2025,10346.591314693636,225000.0
Flat,Kuala Lumpur Town Centre,Others,Leasehold,645.8346240000001,2,250000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Kuala Lumpur,CENGAL KONDOMINIUM,Leasehold,925.6962944,16,350000,2022,10990.92508681991,399000.0
Town House,Mukim Setapak,Others,Freehold,2335.7685568,0,1650000,2023,9948.789325842698,400000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1323.9609792,34,861000,2022,9434.403370786516,783000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1528.4752768,23,1000000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Batu,CHANGKAT VIEW CONDOMINIUM,Freehold,1097.9188608,2,450000,2022,10518.458089229382,497500.0
Condominium/Apartment,Mukim Kuala Lumpur,VISTA ANGKASA APARTMENT,Leasehold,441.3203264,17,220000,2023,11404.069648861696,350000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2120.4903488,24,2100000,2022,10518.458089229382,580000.0
Town House,Mukim Batu,Others,Freehold,2604.8663168000003,0,1270000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1216.3218752,30,668000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,4200.0,6,4400000,2025,11745.298332582244,1575000.0
Condominium/Apartment,Mukim Kuala Lumpur,VISTA ANGKASA APARTMENT,Leasehold,936.4602048,10,350000,2025,11817.214210903478,350000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 4,Leasehold,527.4316096,3,250000,2025,10463.175280898877,205000.0
Condominium/Apartment,Mukim Batu,RESIDENSI DUTA KIARA,Freehold,1345.4888,18,1700000,2022,10518.458089229382,1575000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1076.39104,15,465000,2024,10655.9521268712,570000.0
Condominium/Apartment,Mukim Batu,PUSAT KEPONG,Leasehold,854.9774030720001,2,220000,2024,11745.298332582242,190000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,966.59915392,18,335000,2023,10369.28584176086,375000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,635.0707136,6,160000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,3175.353568,26,3900000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Ulu Kelang,RESIDENSI SETIAWANGSA,Leasehold,1496.1835456,23,870000,2021,9351.666666666666,730000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,9,1026000,2022,10990.92508681991,1046500.0
Low-Cost Flat,Kuala Lumpur Town Centre,Others,Freehold,667.3624448,1,160000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1377.7805312,17,550000,2024,10463.175280898877,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PALM COURT,Leasehold,947.2241152,11,450000,2024,10655.9521268712,400000.0
Flat,Kuala Lumpur Town Centre,APARTMENT ABDULLAH HUKUM,Leasehold,750.0292766720002,9,300000,2023,10479.465762561138,341500.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1291.6692480000002,26,1175000,2021,10852.14496019228,1030000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1291.6692480000002,7,1150000,2024,11745.298332582242,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1862.1564992,11,1420000,2023,10479.465762561138,565000.0
Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,3,330000,2024,10573.024,300000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,13,1009000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1237.849696,20,1100000,2023,11131.878210905812,1030000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1227.0857856,1,550000,2025,11817.214210903478,455000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,12,210000,2024,10463.175280898877,400000.0
Flat,Mukim Batu,Others,Freehold,623.23041216,4,180000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1230.31495872,6,420000,2021,9519.48052434457,400000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,807.29328,3,190000,2025,11817.214210903478,455000.0
Condominium/Apartment,Kuala Lumpur Town Centre,TINGGIAN TITIWANGSA @ THE REACH,Freehold,2830.9084352,9,1300000,2022,10302.979398251076,1000000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1603.8226496,23,650000,2021,11221.58385241534,455000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2960.0753600000003,3,2650000,2023,10479.465762561138,565000.0
Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 2,Leasehold,527.4316096,2,240000,2023,9948.789325842698,222500.0
Flat,Mukim Kuala Lumpur,Others,Freehold,548.9594304,1,185000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1410.0722624,40,1080000,2022,10518.458089229382,580000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PALM COURT,Leasehold,947.2241152,6,430000,2023,10479.465762561138,400000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS,Freehold,1097.9188608,3,630000,2023,11131.878210905812,630000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,968.751936,12,360000,2024,10655.9521268712,570000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,1,210000,2024,10463.175280898877,400000.0
Condominium/Apartment,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,656.5985344000001,17,165000,2024,10346.591314693636,230000.0
Condominium/Apartment,Mukim Petaling,THE RAINZ BUKIT JALIL,Freehold,1474.6557248,33,950000,2024,10346.591314693636,970000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS II,Freehold,1270.1414272,19,750000,2023,11131.878210905812,800000.0
Flat,Mukim Petaling,Others,Freehold,721.1819968,1,255000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,764.2376384,23,260000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Petaling,RESIDENSI PARK @ PAVILION BUKIT JALIL,Freehold,947.2241152,19,818000,2025,10346.591314693636,1000000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2271.1850944000003,23,520000,2022,10518.458089229382,580000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,807.29328,3,180000,2022,10990.92508681991,455000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,5,280000,2022,10302.979398251076,285000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI SETIA SKY SEPUTEH,Freehold,2669.4497792,11,3315000,2023,10479.465762561138,3202500.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1410.0722624,3,621000,2023,10369.28584176086,375000.0
Flat,Mukim Ampang,DESA PANDAN,Leasehold,957.9880256,1,420000,2023,10402.474040816329,300000.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,645.8346240000001,1,240000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,SUASANA LUMAYAN CONDO(CASA IMPIAN),Leasehold,1140.9745024,6,550000,2022,10990.92508681991,495000.0
Condominium/Apartment,Mukim Batu,11 MONT KIARA,Freehold,3702.7851776,13,3600000,2025,11745.298332582244,2785000.0
Condominium/Apartment,Mukim Setapak,GENTING COURT,Leasehold,801.9113248,9,225000,2022,9434.403370786516,214000.0
Condominium/Apartment,Mukim Ampang,MENARA POLO,Leasehold,1485.4196352,3,510000,2025,10573.023999999998,500000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1257.009456512,19,466000,2023,11404.069648861696,455000.0
