Property Type,District,Mukim,Scheme Name/Area,Road Name,"Month, Year of Transaction Date",Tenure,Land/Parcel Area,Unit,Main Floor Area,Unit        ,Unit Level,Transaction Price  
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,December 2023,Freehold,115,sq.m,-,-,12,520000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,December 2023,Freehold,124,sq.m,-,-,20,635000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,December 2023,Freehold,130,sq.m,-,-,22,625000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,February 2024,Freehold,130,sq.m,-,-,12,600000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,February 2024,Freehold,175,sq.m,-,-,25,1000000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,March 2024,Freehold,130,sq.m,-,-,3,630000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,April 2024,Freehold,130,sq.m,-,-,2,680000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,April 2024,Freehold,171,sq.m,-,-,23,721000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,May 2024,Freehold,119,sq.m,-,-,15,598000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,June 2024,Freehold,115,sq.m,-,-,10,640000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,August 2024,Freehold,115,sq.m,-,-,8,560000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,August 2024,Freehold,130,sq.m,-,-,15,632000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,October 2024,Freehold,124,sq.m,-,-,24,550000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,October 2024,Freehold,277,sq.m,-,-,25,1182000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,November 2024,Freehold,130,sq.m,-,-,7,600000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,February 2025,Freehold,115,sq.m,-,-,17,610000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,   ,May 2025,Freehold,176,sq.m,-,-,25,800000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,November 2021,Leasehold,93,sq.m,-,-,9,350000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,December 2021,Leasehold,93,sq.m,-,-,13,378000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,December 2021,Leasehold,103,sq.m,-,-,12,450000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,January 2022,Leasehold,92,sq.m,-,-,18,380000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,March 2022,Leasehold,103,sq.m,-,-,7,398000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,April 2022,Leasehold,93,sq.m,-,-,7,345000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,April 2022,Leasehold,93,sq.m,-,-,16,418000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,June 2022,Leasehold,105,sq.m,-,-,7,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,August 2022,Leasehold,92,sq.m,-,-,19,420000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,September 2022,Leasehold,93,sq.m,-,-,13,440000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,September 2022,Leasehold,293,sq.m,-,-,G,2050000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,September 2022,Leasehold,394,sq.m,-,-,1,1500000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,October 2022,Leasehold,93,sq.m,-,-,9,360000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,October 2022,Leasehold,294,sq.m,-,-,G,1950000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,January 2023,Leasehold,92,sq.m,-,-,3,375000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,February 2023,Leasehold,92,sq.m,-,-,6,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,March 2023,Leasehold,100,sq.m,-,-,6,450000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,April 2023,Leasehold,92,sq.m,-,-,16,380000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2023,Leasehold,92,sq.m,-,-,12,350000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2023,Leasehold,93,sq.m,-,-,6,340000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2023,Leasehold,93,sq.m,-,-,15,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2023,Leasehold,103,sq.m,-,-,13A,450000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2023,Leasehold,103,sq.m,-,-,14,450000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,June 2023,Leasehold,93,sq.m,-,-,8,338000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,June 2023,Leasehold,93,sq.m,-,-,19,440000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,July 2023,Leasehold,92,sq.m,-,-,14,350000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,July 2023,Leasehold,105,sq.m,-,-,14,393000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,August 2023,Leasehold,93,sq.m,-,-,9,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,September 2023,Leasehold,103,sq.m,-,-,10,470000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,January 2024,Leasehold,92,sq.m,-,-,9,365000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,January 2024,Leasehold,93,sq.m,-,-,14,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,January 2024,Leasehold,103,sq.m,-,-,10,395000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,February 2024,Leasehold,93,sq.m,-,-,14,380000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,February 2024,Leasehold,105,sq.m,-,-,6,418000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,February 2024,Leasehold,234,sq.m,-,-,G,1500000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,February 2024,Leasehold,310,sq.m,-,-,1,1100000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,April 2024,Leasehold,93,sq.m,-,-,10,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2024,Leasehold,93,sq.m,-,-,6,360000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,May 2024,Leasehold,93,sq.m,-,-,12,350000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,June 2024,Leasehold,93,sq.m,-,-,14,360000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,July 2024,Leasehold,92,sq.m,-,-,7,375000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,July 2024,Leasehold,93,sq.m,-,-,16,385000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,August 2024,Leasehold,92,sq.m,-,-,4,360000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,August 2024,Leasehold,93,sq.m,-,-,13,355000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,August 2024,Leasehold,100,sq.m,-,-,13,378000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,October 2024,Leasehold,100,sq.m,-,-,9,480000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,November 2024,Leasehold,93,sq.m,-,-,8,450000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,February 2025,Leasehold,93,sq.m,-,-,7,400000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA MUTIARA,   ,October 2025,Leasehold,105,sq.m,-,-,9,420000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA TASIK KONDO,   ,February 2023,Freehold,114,sq.m,-,-,3A,668000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA TASIK KONDO,   ,March 2023,Freehold,89,sq.m,-,-,40,669000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA TASIK KONDO,   ,July 2023,Freehold,89,sq.m,-,-,37,620000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA TASIK KONDO,   ,September 2023,Freehold,89,sq.m,-,-,8,650000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,July 2021,Freehold,96,sq.m,-,-,10,450000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,October 2021,Freehold,90,sq.m,-,-,15,520000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,August 2022,Freehold,96,sq.m,-,-,12,490000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,June 2023,Freehold,96,sq.m,-,-,12,520000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,September 2023,Freehold,96,sq.m,-,-,8,500000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,April 2024,Freehold,118,sq.m,-,-,11,622000
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ZETA DESKYE ALAM SAUJANA,   ,July 2025,Freehold,118,sq.m,-,-,19,550000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,October 2021,Freehold,134,sq.m,-,-,6,580000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,January 2022,Freehold,134,sq.m,-,-,7,600000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,February 2022,Freehold,133,sq.m,-,-,14,600000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,March 2022,Freehold,133,sq.m,-,-,14,587000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,March 2022,Freehold,133,sq.m,-,-,15,580000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,March 2022,Freehold,134,sq.m,-,-,14,550000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,April 2022,Freehold,133,sq.m,-,-,6,598000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,April 2022,Freehold,134,sq.m,-,-,7,590000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,April 2022,Freehold,134,sq.m,-,-,13,565000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,April 2022,Freehold,251,sq.m,-,-,15,850000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,May 2022,Freehold,133,sq.m,-,-,11,585000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,June 2022,Freehold,127,sq.m,-,-,8,495000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,June 2022,Freehold,134,sq.m,-,-,5,580000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,July 2022,Freehold,134,sq.m,-,-,3,560000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,October 2022,Freehold,133,sq.m,-,-,15,570000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,October 2022,Freehold,134,sq.m,-,-,8,638000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,October 2022,Freehold,134,sq.m,-,-,10,628000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,October 2022,Freehold,259,sq.m,-,-,15,850000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,September 2023,Freehold,127,sq.m,-,-,14,570000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,September 2023,Freehold,251,sq.m,-,-,15,970000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,September 2023,Freehold,259,sq.m,-,-,15,998000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,July 2024,Freehold,147,sq.m,-,-,1,750000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,September 2024,Freehold,127,sq.m,-,-,8,588000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,October 2024,Freehold,133,sq.m,-,-,10,560000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,February 2025,Freehold,133,sq.m,-,-,12,600000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,April 2025,Freehold,133,sq.m,-,-,12,515000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),   ,July 2025,Freehold,134,sq.m,-,-,14,600000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,PARAISO @ THE EARTH,   ,January 2022,Leasehold,102,sq.m,-,-,25,653000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,PARAISO @ THE EARTH,   ,October 2022,Leasehold,114,sq.m,-,-,36,737000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,RESIDENSI WALTZ,   ,August 2021,Freehold,157,sq.m,-,-,30,1632000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,July 2021,Freehold,108,sq.m,-,-,1,360000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,December 2021,Freehold,82,sq.m,-,-,3A,325000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,January 2022,Freehold,96,sq.m,-,-,4,400000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,April 2022,Freehold,96,sq.m,-,-,3,398000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,April 2022,Freehold,100,sq.m,-,-,3,375000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,May 2022,Freehold,82,sq.m,-,-,5,350000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,July 2022,Freehold,96,sq.m,-,-,2,350000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,August 2022,Freehold,82,sq.m,-,-,1,325000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,May 2023,Freehold,82,sq.m,-,-,7,318000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,November 2023,Freehold,82,sq.m,-,-,8,360000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,January 2024,Freehold,82,sq.m,-,-,3,315000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,August 2024,Freehold,82,sq.m,-,-,5,320000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,January 2025,Freehold,82,sq.m,-,-,6,360000
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,   ,May 2025,Freehold,96,sq.m,-,-,3,420000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 DESA RESIDENCE,   ,September 2021,Freehold,378,sq.m,-,-,P,2250000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 DESA RESIDENCE,   ,June 2023,Freehold,199,sq.m,-,-,9,1450000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 DESA RESIDENCE,   ,October 2023,Freehold,199,sq.m,-,-,1,1200000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 DESA RESIDENCE,   ,November 2023,Freehold,160,sq.m,-,-,G,1030000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 DESA RESIDENCE,   ,November 2023,Freehold,199,sq.m,-,-,10,1380000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 DESA RESIDENCE,   ,April 2025,Freehold,199,sq.m,-,-,3,1500000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,October 2021,Leasehold,75,sq.m,-,-,11,350000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,November 2021,Leasehold,75,sq.m,-,-,3,318000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,January 2022,Leasehold,75,sq.m,-,-,15,290000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,March 2022,Leasehold,75,sq.m,-,-,7,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,May 2022,Leasehold,75,sq.m,-,-,10,305000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,June 2022,Leasehold,75,sq.m,-,-,6,295000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,June 2022,Leasehold,75,sq.m,-,-,7,280000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,June 2022,Leasehold,75,sq.m,-,-,8,285000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,September 2022,Leasehold,75,sq.m,-,-,8,278000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,October 2022,Leasehold,75,sq.m,-,-,5,315000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,October 2022,Leasehold,75,sq.m,-,-,11,310000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,November 2022,Leasehold,75,sq.m,-,-,7,290000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,February 2023,Leasehold,75,sq.m,-,-,7,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,June 2023,Leasehold,75,sq.m,-,-,16,350000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,August 2023,Leasehold,75,sq.m,-,-,14,350000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,October 2023,Leasehold,75,sq.m,-,-,4,305000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,October 2023,Leasehold,75,sq.m,-,-,4,285000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,October 2023,Leasehold,75,sq.m,-,-,16,290000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,November 2023,Leasehold,75,sq.m,-,-,15,350000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,January 2024,Leasehold,75,sq.m,-,-,6,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,January 2024,Leasehold,75,sq.m,-,-,7,298000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,May 2024,Leasehold,75,sq.m,-,-,17,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,June 2024,Leasehold,75,sq.m,-,-,13,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,August 2024,Leasehold,75,sq.m,-,-,11,280000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,August 2024,Leasehold,75,sq.m,-,-,13,280000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,September 2024,Leasehold,75,sq.m,-,-,14,290000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,January 2025,Leasehold,75,sq.m,-,-,6,290000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,January 2025,Leasehold,75,sq.m,-,-,20,310000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,April 2025,Leasehold,75,sq.m,-,-,11,270000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,May 2025,Leasehold,75,sq.m,-,-,16,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,July 2025,Leasehold,75,sq.m,-,-,20,323000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,1 RAZAK MANSION,   ,August 2025,Leasehold,75,sq.m,-,-,17,288000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,November 2021,Leasehold,75,sq.m,-,-,G,240000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,December 2021,Leasehold,77,sq.m,-,-,4,285000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,December 2021,Leasehold,77,sq.m,-,-,6,258000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,December 2021,Leasehold,77,sq.m,-,-,9,280000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,January 2022,Leasehold,75,sq.m,-,-,3,380000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,April 2022,Leasehold,77,sq.m,-,-,10,265000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,June 2022,Leasehold,56,sq.m,-,-,3,210000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,June 2022,Leasehold,58,sq.m,-,-,12,232000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,June 2022,Leasehold,75,sq.m,-,-,1,295000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,July 2022,Leasehold,88,sq.m,-,-,7,280000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,September 2022,Leasehold,75,sq.m,-,-,9,333000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,September 2022,Leasehold,88,sq.m,-,-,4,350000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,October 2022,Leasehold,77,sq.m,-,-,7,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,November 2022,Leasehold,75,sq.m,-,-,2,280000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,December 2022,Leasehold,77,sq.m,-,-,9,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,February 2023,Leasehold,79,sq.m,-,-,10,270000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,March 2023,Leasehold,86,sq.m,-,-,9,335000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,May 2023,Leasehold,88,sq.m,-,-,5,200000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,June 2023,Leasehold,86,sq.m,-,-,6,325000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,July 2023,Leasehold,77,sq.m,-,-,7,320000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,July 2023,Leasehold,86,sq.m,-,-,3,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,August 2023,Leasehold,88,sq.m,-,-,1,300000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,September 2023,Leasehold,75,sq.m,-,-,2,400000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,September 2023,Leasehold,86,sq.m,-,-,1,333000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,October 2023,Leasehold,75,sq.m,-,-,12,262000
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,   ,December 2023,Leasehold,75,sq.m,-,-,12,400000
